,small_separate_readability_init_Lhypernet,small_separate_readability_init_Lhypernet,small_separate_readability_init_Lhypernet,small_separate_readability_init_Lhypernet,small_separate_readability_init_Lhypernet,small_separate_readability_init_Lhypernet,small_separate_readability_init_Lhypernet,small_separate_readability_init_Lhypernet,small_separate_readability_init_Lhypernet,small_original_hyperformer++,small_original_hyperformer++,small_original_hyperformer++,small_original_hyperformer++,small_original_hyperformer++,small_original_hyperformer++,small_original_hyperformer++,small_original_hyperformer++,small_original_hyperformer++
,SARI,LINGUISTIC_SENTENCE_ACCEPTABILITY_PERCENTAGE,CORRECT_PARAPHRASE_PERCENTAGE,SRC_PRED_EXACT_COPY,PRED_ONLY_GFI,PRED_ONLY_FRE,PRED_ONLY_FKGL,PRED_ONLY_ARI,PRED_ONLY_ASL,SARI,LINGUISTIC_SENTENCE_ACCEPTABILITY_PERCENTAGE,CORRECT_PARAPHRASE_PERCENTAGE,SRC_PRED_EXACT_COPY,PRED_ONLY_GFI,PRED_ONLY_FRE,PRED_ONLY_FKGL,PRED_ONLY_ARI,PRED_ONLY_ASL
0,0.86872721328313,0.9619047619047619,0.9761904761904762,0.05714285714285714,11.425,67.39190476190477,8.986666666666666,11.130476190476191,20.615714285714287,0.8266603837825127,0.9666666666666667,0.9714285714285714,0.10952380952380952,11.464761904761907,66.91795238095239,9.047619047619047,11.20047619047619,20.606190476190477
1,0.867298098118929,0.9571428571428572,0.9714285714285714,0.05238095238095238,11.445714285714285,67.20180952380953,9.02,11.165714285714287,20.644285714285715,0.8239433364605844,0.9619047619047619,0.9714285714285714,0.10476190476190476,11.433428571428571,66.94338095238095,9.027142857142856,11.163809523809523,20.541428571428572
2,0.8652462621582188,0.9571428571428572,0.9809523809523809,0.06190476190476191,11.448809523809524,67.32261904761904,9.003333333333332,11.144285714285715,20.644285714285715,0.8232977442368883,0.9619047619047619,0.9714285714285714,0.09523809523809523,11.404619047619049,67.07866666666666,9.005714285714285,11.148571428571428,20.527142857142856
3,0.8634434436466398,0.9523809523809522,0.9761904761904762,0.06190476190476191,11.454190476190476,67.15190476190477,9.029523809523809,11.167142857142858,20.653809523809525,0.8226774252727195,0.9619047619047619,0.9619047619047619,0.08571428571428572,11.392476190476192,67.33042857142857,8.95857142857143,11.07857142857143,20.477619047619047
4,0.8633069587080968,0.9619047619047619,0.9809523809523809,0.05714285714285714,11.450761904761904,67.32109523809524,8.994761904761905,11.119047619047619,20.606190476190477,0.822536811451581,0.9571428571428572,0.9714285714285714,0.10476190476190476,11.418380952380954,67.03719047619049,9.02190476190476,11.17904761904762,20.56809523809524
5,0.8616821895526674,0.9523809523809522,0.9714285714285714,0.06190476190476191,11.466285714285714,67.07133333333333,9.04095238095238,11.184761904761906,20.653809523809525,0.8222527218252389,0.9666666666666667,0.9714285714285714,0.10476190476190476,11.391142857142858,67.10961904761905,8.993809523809523,11.148095238095237,20.496666666666666
6,0.8607578493216399,0.9571428571428572,0.9809523809523809,0.05714285714285714,11.49242857142857,66.9634761904762,9.072857142857142,11.201904761904762,20.72047619047619,0.8207875679836589,0.9619047619047619,0.9714285714285714,0.11428571428571428,11.460095238095237,66.92880952380952,9.033333333333333,11.175238095238097,20.555714285714284
7,0.8604392985945472,0.9571428571428572,0.9714285714285714,0.06666666666666667,11.462809523809522,67.08580952380953,9.035238095238096,11.179047619047621,20.639523809523812,0.8207122580458323,0.9619047619047619,0.9761904761904762,0.10952380952380952,11.434380952380954,66.82419047619048,9.053333333333333,11.187619047619046,20.57952380952381
8,0.8601886473356422,0.9619047619047619,0.9666666666666667,0.05238095238095238,11.472666666666667,66.97138095238095,9.059999999999999,11.15857142857143,20.672857142857143,0.8206010647094237,0.9571428571428572,0.9714285714285714,0.09523809523809523,11.373190476190477,67.08990476190476,8.980952380952381,11.118571428571427,20.436666666666667
